Country,Region-Geo,Continent,Region,Year,Leap Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Canada,America - North,North America,America,1960,[1960],,,,,3.909,10.76986821,10,4.251209992,,,,9374.882816,,,,18.13555927,25402.96624,,,27.8,,,71.04,,,,26.394,,1.467203,1.829572,1.097051,,2.298626535,17909009,1.796,,,,902.2925636,6.694443,,,1.68E+11,,-1.16950361,21.85448,69.1,3.287581658,192877.6667
Cayman Islands,America - Central,Central and South America,America,1960,[1960],,,,,,1.359367276,,,,,,,,,,,27577.28609,,,,,,,,,,,,,,,,2.883489231,8092,30.652,,,,,,,,,,,,100,,11
Central African Republic,America - Central,Central and South America,Sub-Saharan Africa,1960,[1960],,,,,5.84,,-7,,,,,,,,,34.18181218,2450.926836,,,,,,36.489,,,,21.432,,,,,,,1503509,,,,,,,,,,,-10.90908773,,,,
Chad,Africa - Central,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.25,0.018618267,-9,,,,,253.9441747,,,,17.03756865,2697.539367,,,0,,,38.023,,,,20.116,0.013707572,,,,,2.076736981,2954088,2.301,,,,,,,,750173439,,-3.647923024,,6.7,5.757230978,55
Channel Islands,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,2.421,,,,,,,,,,,,,,,,,,70.739,,,,36.711,1.019230723,,,,,0.824258662,109396,561.005,,,,,,,,,,,,38.7,0.167642031,
Chile,America - South,Central and South America,America,1960,[1960],,,,,5.582,1.76299123,5,,,,,1841.080148,,,,15.70976611,8643.546913,,,127.6,,,57.031,,,,20.634,0.558622479,5.913268,10.38338,1.73597,,2.517258623,7651579,10.113,,,,,11.4514,,,14087170195,,-2.244252302,9.868267,67.8,3.849295638,13489.66667
China,Asia - Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,4.3,1.18591949,-8,,,,,105.4589882,,,,,1790.22165,,,190,,,31.63176,,,,21.807,,,,,,1.832867664,658270094,68.592,,,,,,,38,70348527260,,,,16,4.108566376,780655.3333
Colombia,America - South,Central and South America,America,1960,[1960],,,,,6.807,1.025218778,7,,,,,1188.253526,,,,14.72166105,4798.060051,,,88.6,,,56.747,,,,16.884,0.35415554,42.03038,78.28204,8.124438,,2.964422447,16004714,14.053,,,,,5.670967,,,19017657851,,0.934874805,9.626171,45,5.803957758,16408.33333
Comoros,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.792,0.056979467,,,,,,,,,,,2674.262041,,,200,,,43.449,,,,19.103,,,,,,1.858111229,193052,103.736,,,,,,,,,,,,12.6,,11
Cook Islands,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,,,,,,,,,,,,,,,,78.1,,,,,,,,,,,,,,,77.369,,,,,,,,,,,,,,
Costa Rica,America - Central,Central and South America,America,1960,[1960],,,,,7.311,0.368314738,10,,,,,1797.966457,,,,26.17725759,6749.75344,,,86.54,,,61.599,,,,18.008,0.391118705,,,,,3.431356727,1334004,26.106,,,,,,,,2398494445,,-4.761451961,,34.3,3.670022881,491.3333333
Cote d'Ivoire,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,7.351,0.126979415,-9,,,,,550.6903451,,,,22.9045205,3245.346178,,,210.8,,,36.865,,,,18.74,0.032548293,,,,,3.608570085,3638385,11.283,,,,,,,,2003623491,,11.3350266,,17.7,9.027726764,462
Croatia,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,2.332,,-7,,,,,,,,,,10496.79923,,,70,,,64.736,,,,29.403,,,,,,0.623133892,4045251,71.549,,,,,,,,,,,,30.2,3.444005994,
Cuba,America - Central,Central and South America,America,1960,[1960],,,,,4.182,1.920306891,-4,,,,,,,,,,10389.50883,,,37,,,63.834,,,,22.898,0.94617039,,,,,1.913508465,7133582,64.347,,,,,,,,,,,,58.4,2.226432464,13698.66667
Cyprus,Asia - Western,Asia,Europe & Central Asia,1960,[1960],,,,,3.5,1.54858286,8,,,,,,,,,,8595.677075,,,30,,,69.618,,,,23.041,0.682373464,,,,,1.045416022,572997,61.939,,,,,,,,,,,,35.6,2.946030442,887.3333333
Czech Republic,Europe - Eastern,Europe,Europe & Central Asia,1960,[1960],,,,,2.304,,-7,,,,,,,,,,19527.00555,,,,,,70.46,,,,33.069,,,,,,,9521854,,,,,,,,47.34,,,,,,,
Denmark,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,2.543,6.501854897,10,1.922973673,,,,11390.66975,,,,34.32181439,23138.95206,,,21.2,,,72.21,,,,32.988,,0.5308942,0.3061255,0.7578273,,0.665278655,4579770,106.274,,,,,12.40544,,41.8,52164745342,,-2.011355343,16.05908,73.7,1.748618405,29777
Djibouti,Africa - Eastern,Africa,Middle East & North Africa,1960,[1960],,,,,6.461,0.475197443,,,,,,,,,,,6086.398701,,,,,,44.038,,,,17.061,0.156626508,,,,,5.009289626,84877,3.658,,,,,,,,,,,,50.3,7.135995521,40.33333333
Dominica,America - Central,Central and South America,America,1960,[1960],,,,,,0.183287511,,,,,,,,,,,4910.409636,,,83,,,,,,,,0.132669985,,,,,1.841393938,60015,79.913,,,,,,,,,,,,27.3,,11
Dominican Republic,America - Central,Central and South America,America,1960,[1960],,,,,7.555,,-9,,,,,,,,,18.81321359,3105.475833,,,,,,51.786,,,,16.066,,,,,,,3308941,,,,,,,,,,,6.781680155,,,,
East Germany,Europe - Eastern,Europe,Europe & Central Asia,1960,[1960],,,,,,15.278064,-9,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270743
Ecuador,America - South,Central and South America,America,1960,[1960],,,,,6.689,0.39729327,2,,,,,820.3111139,,,,19.48822143,8024.809174,,,119.8,,,53.146,,,,18.533,0.395584583,,,,,2.867349981,4439206,15.655,,,,,,,,3641530019,,-2.636058586,,33.9,4.590395794,1763.666667
Egypt,Africa - Northern,Africa,Middle East & North Africa,1960,[1960],,,,,6.63,0.575300619,-7,,,,,430.3645317,,,,20.09424169,3125.918472,,,201.7,,,48.074,,,,18.609,0.391327828,,,,,2.653564343,27903093,27.863,,,,,,,,12008501551,,-0.575128603,,37.9,4.266522676,16052.66667
El Salvador,America - Central,Central and South America,America,1960,[1960],,,,,6.728,0.223456703,-3,,,,,1448.829523,,,,24.78900256,6937.906298,,,124.1,,,51.297,,,,17.588,0.187354535,,,,,2.914780811,2773095,131.795,,,,,,,,4017741905,,-4.533248082,,38.3,3.372646475,619.6666667
Equatorial Guinea,Africa - Central,Africa,Sub-Saharan Africa,1960,[1960],,,,,5.505,0.087261765,,,,,,,,,,,981.046933,,,0,,,36.74,,,,22.429,0.166666672,,,,,1.281001747,252115,8.988,,,,,,,,,,,,25.5,5.360969345,22
Eritrea,Africa - Eastern,Africa,Middle East & North Africa,1960,[1960],,,,,6.899,,,,,,,,,,,,725.6407829,,,0,,,37.371,,,,17.505,,,,,,2.48021122,1423599,12.105,,,,,,,,,,,,9.8,5.589268163,
Eritrea and Ethiopia,Africa - Eastern,Africa,Middle East & North Africa,1960,[1960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25783370,,,,,,,,,,,,,,,
Estonia,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,1.953,,-7,,,,,,,,,,10825.77428,,,40,,,69.34,,,,31.981,,,,,,1.007235533,1216003,26.962,,,,,,,20.142,,,,,57.5,2.402079265,
Ethiopia,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.88,0.015607437,-9,,,,,,,,,,798.8923961,,,162,,,38.419,,,,18.076,0.008783101,,,,,2.24598615,22553350,20.423,,,,,,,,,,,,6.4,5.418088538,352
Faeroe Islands,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,,1.708704685,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46994593,34334,24.542,,,,,,,,,,,,21.4,,58.66666667
Falkland Islands (Malvinas),Europe - Northern,Europe,America,1960,[1960],,,,,,90.64054725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176,,,,,,,,,,,,,,194.3333333
Fiji,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,6.461,0.494026767,,,,,,1111.127298,,,,39.9103139,4072.900653,,,54.6,,,55.86,,,,15.975,0.49492386,,,,,3.342776991,393366,21.526,,,,,,,,437079701,,-1.793721973,,29.7,5.209388913,194.3333333
Finland,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,2.71,3.409254309,10,2.196953067,,,,7306.041153,,,,22.24075054,17125.7466,,,22,,,69.01,,,,28.243,,3.036367,4.303997,1.869239,,0.780665603,4430001,13.101,,,,160.9915884,15.30761,,28.4,32363088296,,-1.131034581,17.63703,38.1,2.429632845,15103
France,Europe - Western,Europe,Europe & Central Asia,1960,[1960],,,,,2.771,5.935704653,5,1.699542094,,,,7499.89477,,,,12.56917239,20488.84144,,,23.6,,,70.4,,,,33.023,,1.658561,2.719082,0.5859087,,1.203190636,45688594,82.844,,,,165.4118577,6.260289,,24.74,3.50E+11,,1.827110167,17.72276,61.9,2.377330552,271194
French Guiana,America - South,Central and South America,America,1960,[1960],,,,,4.967,0.679494703,,,,,,,,,,,8124.628301,,,,,,57.684,,,,24.409,,,,,,,32377,0.36,,,,,,,,,,,,,,22
French Polynesia,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,5.658,0.462175164,,,,,,,,,,,22834.11595,,,,,,56.282,,,,17.844,,,,,,2.844641934,79335,19.834,,,,,,,,,,,,42.4,4.845697906,36.66666667
Gabon,Africa - Central,Africa,Sub-Saharan Africa,1960,[1960],,,,,4.384,0.271754795,-7,,,,,1826.706515,,,,32.62720951,10880.14314,,,0,,,39.572,,,,27.436,0.117283948,,,,,0.485600643,485732,1.815,,,,,,,,887289809,,1.543777221,,17.4,4.350701805,132
Gambia,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,5.573,0.049200492,,,,,,,,,,,1108.350469,,,148.7,,,32.035,,,,20.971,0.042613637,,,,,3.160872478,372625,32.99,,,,,,,,,,,,12.1,4.357511568,18.33333333
Georgia,Asia - Western,Asia,Europe & Central Asia,1960,[1960],,,,,2.964,,-7,,,,,,,,,,4617.243834,,,0,,,63.651,,,,27.78,,,,,,1.843752918,4159500,59.677,,,,,,,,,,,,42.3,2.762000797,
Germany,Europe - Western,Europe,Europe & Central Asia,1960,[1960],,,,,2.407,11.18738991,10,1.952533904,,,,,,,,,24182.68387,,,34,,,69.787,,,,34.742,,,,,,0.782668664,72814899,203.951,,,,168.6541584,,,35.264,,,,,71.4,1.139574262,814608.6667
Ghana,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.749,0.21699448,-8,,,,,282.1084448,,,,35.42673108,2317.696816,,,124.8,,,45.844,,,,17.711,0.046501327,,,,,3.144439351,6742107,28.265,,,,,,,154.9,1902005320,,-7.246376812,,23.3,6.799101703,1463
Gibraltar,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,,2.215199678,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900970079,21518,3586.333,,,,,,,,,,,,,,47.66666667
Greece,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,2.22,1.128577564,4,0.289057068,,,,3385.660177,,,,16.15923139,10134.52374,,,48.2,,,68.237,,,,29.1,1.3,,,,,0.722756593,8333499,63.153,,,,66.53930246,,,17.86,28208389534,,-7.647431632,,42.9,,9405
Greenland,America - North,North America,America,1960,[1960],,,,,7.245,6.850643716,,,,,,,,,,,17794.92942,,,,,,,,,,,1.169230819,,,,,4.006577218,32649,0.015,,,,,,,113,,,,,58.5,5.626464693,223.6666667
Grenada,America - Central,Central and South America,America,1960,[1960],,,,,6.743,0.244868884,,,,,,,,,,,3314.325482,,,0,,,60.068,,,,15.557,0.222222224,,,,,1.803712381,89844,261.174,,,,,,,,,,,,30.3,2.400696915,22
Guadeloupe,America - Central,Central and South America,America,1960,[1960],,,,,5.641,0.572238797,,,,,,,,,,,5962.567355,,,,,,58.913,,,,19.124,,,,,,,275526,161.599,,,,,,,,,,,,,,157.6666667
Guam,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,6.052,,,,,,,,,,,,,,,,,,60.97,,,,20.948,,,,,,1.766806624,67436,122.834,,,,,,,,,,,,50.1,3.538902936,
Guatemala,America - Central,Central and South America,America,1960,[1960],,,,,6.534,0.323558765,-5,,,,,959.1565444,,,,14.53622167,5393.267249,,,148.3,,,45.533,,,,17.163,0.184203893,,,,,2.720667679,4158956,38.194,,,,,,,,3989089865,,-1.897278767,,31.1,4.697966761,1345.666667
Guernsey,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,24672.16074,,,,,,,,,,,,,,,,,46926,,,,,,,,,,,,,,,
Guinea,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.102,0.115982764,-9,,,,,,,,,,1242.763216,,,,,,34.89,,,,19.245,0.036352042,,,,,1.466462751,3540756,14.402,,,,,,,,,,,,10.5,5.996965943,410.6666667
Guinea-Bissau,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,5.828,0.030901185,,,,,,,,,,,1100.535816,,,0,,,42.165,,,,19.442,0.044883303,,,,,0.550994449,593289,16.423,,,,,,,,,,,,13.6,3.384029942,18.33333333
Guyana,America - South,Central and South America,America,1960,[1960],,,,,5.671,1.178184311,,,,,,688.8561746,,,,56.95681974,4394.593161,,,67.6,,,58.205,,,,15.872,0.254833043,,,,,2.842674401,560184,2.606,,,,,,,,385886207,,-8.224811515,,29,3.311948077,660
Haiti,America - Central,Central and South America,America,1960,[1960],,,,,6.324,0.073949542,-8,,,,,,,,,,3561.824912,,,201.4,,,42.17,,,,19.822,0.105152473,,,,,1.961845818,3867502,139.369,,,,,,,,,,,,15.6,4.298432541,286
Holy See,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,2059.091,,,,,,,,,,,,,,
Honduras,America - Central,Central and South America,America,1960,[1960],,,,,7.458,0.308072397,-1,,,,,751.1958003,,,,23.029943,4524.436032,,,141.7,,,46.272,,,,17.09,0.0813094,,,,,3.179396804,1999530,17.839,,,,,,,,1502038539,,-1.638611727,,22.7,5.589126206,616
Hong Kong China,Asia - Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,,,,,,,,,,,,,8052.317442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Europe - Eastern,Europe,Europe & Central Asia,1960,[1960],,,,,2.051,4.544668937,-7,,,,,1050.369965,,,,22.87357896,13908.58315,,,52.9,,,68.09,,,,32.101,1.5,1.58053,2.066684,1.140129,,0.267505797,9982612,107.303,,,,,23.64128,,53.062,10486859064,,-2.210884354,6.537456,55.9,0.799757894,45367.66667
Iceland,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,4.131,6.895911698,,3.082711563,,,,10109.90857,,,,45.55324627,19780.133,,,17.5,,,74.09,,,,25.416,1.2,,,,,1.795326707,175998,1.709,,,,961.1646764,,,87.4,1775037087,,-4.270799104,,80.3,2.912082006,1213.666667
India,Asia - Southern,Asia,South Asia,1960,[1960],,,,,5.87,0.269225349,9,,,,,180.9617325,,,,7.20157126,1392.198562,,,164.2,,,41.391,,,,20.043,0.210477665,,,,,1.992444637,447844159,136.236,,,,,,,,81042654922,,-2.630363415,,17.9,2.18100408,120571
Indonesia,Asia - South Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,5.666,0.232769135,-5,,,,,200.6481494,,,,11.89320291,1669.984143,,,148.9,,,44.796,,,,20.029,0.020617899,,,,,2.421184341,91946612,48.277,,,,,,,,18448917543,,3.150791262,,14.6,3.680044726,21402.33333
Iran,Asia - Southern,Asia,Middle East & North Africa,1960,[1960],,,,,6.927,1.699569296,-10,,,,,,,,,,7320.353745,,,191.61,,,44.947,,,,18.37,0.244223803,,,,,2.501406983,21999103,13.347,,,,,,,,,,,,33.7,4.358303861,37389
Iraq,Asia - Western,Asia,Middle East & North Africa,1960,[1960],,,,,6.252,1.119885368,-5,,,,,,,,,,14172.01443,,,129.4,,,48.022,,,,18.811,0.195414051,,,,,2.4867179,7379922,16.837,,,,,,,,,,,,42.9,5.027885068,8264.666667
Ireland,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,3.857,3.951995842,10,1.318812487,,,,,,,,35.27340744,12250.69906,,,30.3,,,70.23,,,,29.797,,0.120057,0.166805,0.0751241,,-0.280305202,2828866,40.255,,,,343.9884605,0.7156424,,11.342,,,-5.746677626,8.764319,45.8,0.590369217,11179.66667
Isle of Man,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,13783.66077,,,,,,,,,,,,,,,,-0.818193858,48445,84.694,,,,,,,,,,,,55.1,-0.435322531,
Israel,Asia - Western,Asia,Middle East & North Africa,1960,[1960],,,,,3.843,3.09479163,10,,,,,5824.524407,,,,11.12644631,12582.49241,,,32,,,68.703,,,,24.332,2.471617699,,,,,3.746722308,2089963,94.376,,,,,,,,12313161088,,0.789602956,,76.8,5.268662181,6468
Italy,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,2.369,2.208175536,10,0.794820567,,,,5847.458177,,,,12.86310994,14629.66155,,,44.2,,,69.21,,,,31.615,,1.295163,1.975954,0.6493086,,1.993928406,49519312,164.342,,,,127.7183331,3.92608,,18.85,2.94E+11,,-0.365626732,17.10717,59.4,1.527491777,109347.3333
Jamaica,America - Central,Central and South America,America,1960,[1960],,,,,5.419,0.902584879,10,,,,,,,,,38.05084323,10227.14266,,,61.8,,,64.273,,,,19.641,0.386126459,,,,,1.225462387,1629025,148.214,,,,,,,,,,-4.808726181,,33.8,4.289685382,1470.333333
Japan,Asia - Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,2.001,2.516308764,10,0.873910315,,,,7774.710215,,,,10.28796039,10977.61094,,,30.4,,,67.8,,,,25.536,1,1.885767,2.614352,1.191312,,0.889609026,92500572,244.793,,,,173.2665553,36.50972,,4.3,7.19E+11,,0.434980425,15.27216,43.1,2.872396293,232760
Jersey,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62965,,,,,,,,,,,,,,,
Jordan,Asia - Western,Asia,Middle East & North Africa,1960,[1960],,,,,7.687,0.831325754,-9,,,,,,,,,,4176.732797,,,107.2,,,52.651,,,,17.585,0.345971555,,,,,4.767308778,895357,10.022,,,,,,,,,,,,50.9,7.839563475,744.3333333
Kazakhstan,Asia - Central,Asia,Europe & Central Asia,1960,[1960],,,,,4.563,,-7,,,,,,,,,,9433.75877,,,0,,,58.422,,,,22.862,,,,,,4.242267767,9995997,3.668,,,,,,,,,,,,44.2,5.976678246,
Kenya,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,7.946,0.299469841,,,,,,261.1191796,,,,33.6701041,1856.213306,,,117,,,46.349,,,,17.157,0.091934711,,,,,3.068689661,8105435,13.966,,,,,,,,2116484537,,-2.574356836,,7.4,5.807048199,2427.333333
Kiribati,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,6.953,,,,,,,,,,,,7126.562416,,,0,,,46.908,,,,,0.540540516,,,,,1.957713577,32975,45.42,,,,,,,,,,,,16.3,,
Kuwait,Asia - Western,Asia,Middle East & North Africa,1960,[1960],,,,,7.251,29.58716002,,,,,,,,,,,208029.3819,,,100.8,,,60.104,,,,22.803,0.870503604,,,,,9.759287022,263718,14.801,,,,,,,,,,,,74.9,-10.46238357,7802.666667
Kyrgyzstan,Asia - Central,Asia,Europe & Central Asia,1960,[1960],,,,,5.166,,-7,,,,,,,,,,4100.307692,,,,,,56.225,,,,23.976,,,,,,,2172500,,,,,,,,,,,,,,,
Latvia,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,1.899,,-7,,,,,,,,,,8328.0302,,,35,,,70.31,,,,32.06,,,,,,0.69012433,2131890,33.001,,,,,,,,,,,,52.9,2.394471146,
Lebanon,Asia - Western,Asia,Middle East & North Africa,1960,[1960],,,,,5.739,1.33590344,2,,,,,,,,,,8848.822092,,,56.8,,,63.267,,,,20.92,0.777781188,,,,,3.115705566,1907573,183.42,,,,,,,,,,,,42.3,6.044777611,2548.333333
Lesotho,Africa - Southern,Africa,Sub-Saharan Africa,1960,[1960],,,,,5.839,,,,,,,132.2258307,,,,38.46153846,729.4639521,,,141.1,,,46.602,,,,18.334,0.04171364,,,,,1.666116142,851594,28.054,,,,,,,,112602724,,-26.72064777,,3.4,10.90192918,
Liberia,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.406,0.147884446,-6,,,,,608.0254331,,,,38.32108542,1290.330056,,,216.4,,,34.671,,,,18.431,0.076997116,,,,,2.355403543,1115736,10.018,,,,,,,,678395865,,7.506733172,,18.6,6.341910882,165
Libya,Africa - Northern,Africa,Middle East & North Africa,1960,[1960],,,,,7.536,0.513712339,-7,,,,,,,,,,9805.425098,,,162.2,,,42.609,,,,18.352,0.151964411,,,,,3.744468345,1349004,0.767,,,,,,,,,,,,27.3,6.794165457,693
Liechtenstein,Europe - Western,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,49099.89473,,,0,,,,,,,,,,,,,2.352187133,16561,103.506,,,,,,,,,,,,20.4,2.352330857,
Lithuania,Europe - Northern,Europe,Europe & Central Asia,1960,[1960],,,,,2.549,,-7,,,,,,,,,,15006.45368,,,52,,,70.28,,,,28.262,,,,,,1.55001939,2769849,42.417,,,,,,,15.988,,,,,39.5,4.040883956,
Luxembourg,Europe - Western,Europe,Europe & Central Asia,1960,[1960],,,,,2.349,36.67811033,,10.52340669,,,,13702.912,,,,69.03692994,34173.44341,,,33,,,69.07,,,,35.228,1,,,,,0.787241986,314002,121.424,,,,156.0944552,,,23.43,4302303281,,19.67427594,,69.6,1.428113271,11517
Macao  China,Asia - Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,,,,,,,,,,,,,8566.087945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,7.3,0.078309937,-1,,,,,409.1168324,,,,16.62452495,3275.021277,,,112,,,39.962,,,,19.21,0.114589147,,,,,2.359698329,5103652,8.694,,,,,,,,2087989940,,-6.594340774,,10.6,5.228553284,399.6666667
Malawi,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.913,,,,,,,98.63484519,,,,38.40206186,857.408874,,,218.2,,,37.857,,,,17.053,0.02748654,,,,,2.248335808,3525246,29.753,,,,,,,,347712093,,-16.32302405,,4.4,4.542643126,
Malaysia,Asia - South Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,6.194,,10,,,,,812.6158346,,,,38.44152478,3808.957481,,,67,,,59.465,,,,17.645,0.142874688,,,,,3.151918561,8160113,24.739,,,,,,,,6631037036,,12.15515598,,26.6,5.540092995,
Maldives,Asia - Southern,Asia,South Asia,1960,[1960],,,,,7.021,,,,,,,,,,,,1131.021206,,,0,,,35.925,,,,21.247,,,,,,2.626074875,90050,302.181,,,,,,,,,,,,11.2,2.472493648,
Mali,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.703,0.023056943,-7,,,,,,,,,,1021.170118,,,237.4,,,28.199,,,,19.692,0.014482759,,,,,1.256730807,5247877,4.232,,,,,,,219.1,,,,,11.1,4.365381567,121
Malta,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,3.527,1.089787635,,,,,,,,,,,4601.180447,,,36.9,,,67.598,,,,23.095,0.890577495,,,,,4.006627035,312905,990.206,,,,,,,,,,,,90.1,0.999910155,341
Marshall Islands,Oceania,Oceania,East Asia & Pacific,1960,[1960],,,,,,,,,,,,,,,,,7523.786817,,,89.3,,,,,,,,,,,,,1.907442923,14661,81,,,,,,,,,,,,35.6,5.099885798,
Martinique,America - Central,Central and South America,America,1960,[1960],,,,,5.617,0.598395213,,,,,,,,,,,10375.64758,,,,,,60.413,,,,19.199,,,,,,,281865,255.776,,,,,,,,,,,,,,168.6666667
Mauritania,Africa - Western,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.775,0.042926813,-4,,,,,373.8768493,,,,22.99161956,1892.768269,,,129.8,,,43.488,,,,18.126,0.024217961,,,,,2.807471438,854167,0.833,,,,,,,,319353267,,-7.727957047,,6.9,9.827323196,36.66666667
Mauritius,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.167,0.272490171,,,,,,,,,,,4322.615311,,,68.4,,,58.787,,,,16.666,0.215151519,,,,,2.860416736,659351,323.211,,,,,,,123,,,,,33.2,4.252978165,179.6666667
Mayotte,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,7.91,,,,,,,,,,,,,,,,,,55.09,,,,18.9,,,,,,4.780956011,24055,64.318,,,,,,,,,,,,,,
Mexico,America - Central,Central and South America,America,1960,[1960],,,,,6.783,1.642701465,-6,,,,,2455.952465,,,,11.64923625,8866.170767,,,100.6,,,57.083,,,,17.113,,41.05476,76.86715,6.824636,,3.294346589,38418829,19.619,,,,,2.953248,,,94354817785,,-3.154248098,3.496032,50.8,4.710062725,63110.66667
Monaco,Europe - Western,Europe,Europe & Central Asia,1960,[1960],,,,,,,,,,,,,,,,,29376.2538,,,0,,,,,,,,,,,,,1.309645384,22135,14855.705,,,,,,,,,,,,100,1.309704942,
Mongolia,Asia - Eastern,Asia,East Asia & Pacific,1960,[1960],,,,,6.953,1.35242824,-7,,,,,,,,,,1993.335473,,,0,,,48.392,,,,18.432,0.910323262,,,,,2.552884324,957044,0.611,,,,,,,,,,,,35.7,7.745022952,1294.333333
Montenegro,Europe - Southern,Europe,Europe & Central Asia,1960,[1960],,,,,3.521,,-7,,,,,,,,,,8909.607949,,,0,,,63.805,,,,22.883,,,,,,1.75245314,466674,33.788,,,,,,,,,,,,18.8,5.326195655,
Montserrat,America - Central,Central and South America,America,1960,[1960],,,,,,,,,,,,,,,,,8786.710768,,,,,,,,,,,,,,,,,12095,118.578,,,,,,,,,,,,,,
Morocco,Africa - Northern,Africa,Middle East & North Africa,1960,[1960],,,,,7.065,0.313177388,-5,,,,,646.0710542,,,,22.69861019,3073.236595,,,144.8,,,48.458,,,,17.477,0.106313437,,,,,2.760752282,11625999,26.035,,,,,,,,7532416437,,0.87302471,,29.4,3.923953902,3641
Mozambique,Africa - Eastern,Africa,Sub-Saharan Africa,1960,[1960],,,,,6.6,0.246448702,,,,,,,,,,,1055.743308,,,183,,,35.026,,,,18.824,0.043023724,,,,,1.940469662,7647298,9.54,,,,,,,,,,,,3.7,5.794605091,1884.666667
